Código,Código sector,Descripción,Incluye,Excluye
237,23,Unidades económicas dedicadas principalmente a la construcción de obras para el suministro de agua, petróleo, gas, energía eléctrica y telecomunicaciones; a la división de terrenos y construcción de obras de urbanización; a la construcción de vías de comunicación y otras obras de ingeniería civil, y a la supervisión de la construcción de las obras de ingeniería civil. Puede tratarse de trabajos nuevos, ampliaciones, remodelaciones, mantenimiento o reparaciones de obras de ingeniería civil.,Incluye también: u.e.d.p. a la realización de trabajos especializados que requieren habilidades y equipo específicos para las obras de ingeniería civil exclusivamente.,Excluye: u.e.d.p. a la perforación de pozos petroleros y de gas; a la supervisión de la perforación de pozos petroleros y de gas (213, Servicios relacionados con la minería); a la edificación residencial; a la construcción de plantas químicas; de instalaciones deportivas en edificios; a la supervisión durante la edificación residencial, de naves y plantas industriales; de inmuebles comerciales y de servicios (236, Edificación); a la instalación de redes eléctricas, de alumbrado y de sistemas electrónicos en construcciones; a la preparación de terrenos para la construcción (238, Trabajos especializados para la construcción); a la fabricación de productos preesforzados de concreto integrada con la instalación en el lugar de la construcción (327, Fabricación de productos a base de minerales no metálicos); a la fabricación de señalamientos fijos para tráfico (339, Otras industrias manufactureras); a la intermediación en las operaciones de venta y alquiler de bienes raíces (531, Servicios inmobiliarios), y a proporcionar servicios de ingeniería o arquitectura cuando no involucran la construcción (541, Servicios profesionales, científicos y técnicos).
238,23,Unidades económicas dedicadas principalmente a la realización de trabajos especializados, antes, durante y después de la construcción de la obra, como cimentaciones, montaje de estructuras prefabricadas, trabajos de albañilería, trabajos en exteriores, trabajos de instalación y equipamiento en construcciones, trabajos de acabados en edificaciones y otros trabajos especializados para la construcción de cualquier tipo de obra. Los trabajos se realizan regularmente mediante subcontrato y pueden también ser contratados directamente por el propietario de la obra. Puede tratarse de trabajos nuevos, ampliaciones, remodelaciones, mantenimiento o reparaciones de trabajos especializados para la construcción.,Incluye también: u.e.d.p. a la realización de trabajos de herrería en el lugar de la construcción; a la instalación de cableado para redes y computadoras; a la instalación de productos de carpintería, como puertas, ventanas, closets, escaleras, estantes y molduras; al desarme de maquinaria y equipo de gran escala, y al alquiler de maquinaria y equipo para la construcción con operador.,Excluye: u.e.d.p. a la edificación residencial y no residencial; a la construcción de instalaciones deportivas en edificios (236, Edificación); a realizar trabajos especializados que requieren habilidades y equipo específicos para las obras de ingeniería civil exclusivamente; a la construcción de obras de ingeniería civil; a la división de terrenos (237, Construcción de obras de ingeniería civil); a la fabricación de productos de madera para la construcción; de casas prefabricadas de madera (321, Industria de la madera); a la fabricación de productos preesforzados de concreto integrada con la instalación en el lugar de la construcción (327, Fabricación de productos a base de minerales no metálicos); a la fabricación de estructuras de acero combinada con la instalación en el lugar de la construcción (332, Fabricación de productos metálicos); a la fabricación de cocinas integrales y muebles modulares para baño (337, Fabricación de muebles, colchones y persianas); al comercio al por mayor especializado de aparatos de calefacción, ventilación y de aire acondicionado domésticos (433, Comercio al por mayor de productos farmacéuticos, de perfumería, artículos para el esparcimiento, electrodomésticos menores y aparatos de línea blanca); al comercio al por mayor especializado de escaleras eléctricas (435, Comercio al por mayor de maquinaria, equipo y mobiliario para actividades agropecuarias, industriales, de servicios y comerciales, y de otra maquinaria y equipo de uso general); al comercio al por menor especializado de aparatos de calefacción, ventilación y de aire acondicionado domésticos nuevos; al comercio al por menor de alfombras, losetas vinílicas, linóleos, pisos de madera, tapices y similares combinado con la instalación (466, Comercio al por menor de enseres domésticos, computadoras, artículos para la decoración de interiores y artículos usados); al comercio al por menor especializado de vidrios, espejos y vitrales combinado con el armado de canceles (467, Comercio al por menor de artículos de ferretería, tlapalería y vidrios); al alquiler de maquinaria y equipo para la construcción sin operador (532, Servicios de alquiler de bienes muebles); a la asesoría en la instalación de equipo y redes informáticas; a proporcionar servicios de ingeniería o arquitectura cuando no involucran la construcción (541, Servicios profesionales, científicos y técnicos); al monitoreo en combinación con la comercialización, instalación y reparación de sistemas de seguridad; a la limpieza de ductos de ventilación (561, Servicios de apoyo a los negocios); a la reparación y mantenimiento de maquinaria y equipo industrial; de aparatos eléctricos para el hogar y personales, como ventiladores; de muebles para el hogar (811, Servicios de reparación y mantenimiento), y restauradores de muebles antiguos (711, Servicios artísticos, culturales y deportivos, y otros servicios relacionados).
311,31-33,Unidades económicas dedicadas principalmente a la elaboración, conservación y envasado de productos alimentarios para consumo humano y para animales.,Incluye también: u.e.d.p. a la elaboración de forrajes balanceados y adicionados con vitaminas y minerales; de productos cubiertos de chocolate; de chocolates artificiales; al beneficio de cacao; a la elaboración de jugos, néctares y concentrados de frutas y verduras; de concentrados para caldos y sopas; a la producción de caseína, lactosa y suero; a la fabricación de mixtura (base para elaborar helado); a la elaboración de leche líquida de soya y de quesos de imitación; de cuero sancochado para chicharrón; a la producción de harina y aceite de pescado; a la elaboración de sopas y guisos a base de pescados y mariscos; de productos de panadería congelados; de tortillas de harina de trigo; de harinas premezcladas; de crema de cacahuate y botanas de harina para freír; de sustitutos de crema para café; de café y té sintéticos; de colorantes y saborizantes naturales para alimentos, y de grenetina para la preparación de alimentos.,Excluye: u.e.d.p. al cultivo de zacates y granos utilizados como alimento para animales (111, Agricultura); a la explotación de bovinos y comercialización de leche bronca en la misma unidad económica (112, Cría y explotación de animales); a la minería de sal (212, Minería de minerales metálicos y no metálicos, excepto petróleo y gas); a la elaboración de bebidas con sabor a frutas; de cerveza (312, Industria de las bebidas y del tabaco); a la fabricación de edulcorantes sintéticos; a la fabricación de pigmentos y colorantes sintéticos no comestibles; a la fabricación de complementos alimenticios para animales; a la extracción y procesamiento de aceites esenciales de uso industrial; al procesamiento de grasas y aceites de origen animal no comestibles (325, Industria química); al comercio al por mayor especializado de paletas de hielo, helados y nieves; al comercio al por mayor de carne (431, Comercio al por mayor de abarrotes, alimentos, bebidas, hielo y tabaco); al comercio al por menor de carne; al comercio al por menor especializado de paletas de hielo, helados y nieves; de pan; al tostado y molienda de café para venta directa al público; al comercio de alimentos ya preparados (461, Comercio al por menor de abarrotes, alimentos, bebidas, hielo y tabaco); a la limpieza de pescado a petición de terceros (561, Servicios de apoyo a los negocios), y a la preparación de alimentos y bebidas para consumo inmediato (722, Servicios de preparación de alimentos y bebidas).
312,31-33,Unidades económicas dedicadas principalmente a la elaboración de bebidas alcohólicas y no alcohólicas, al beneficio del tabaco y a la elaboración de productos de tabaco.,Incluye también: u.e.d.p. a la elaboración de bebidas hidratantes, energetizantes, saborizadas y otras bebidas no alcohólicas, y a la purificación de agua en donde se llena directamente el garrafón de los clientes.,Excluye: u.e.d.p. a la obtención de aguamiel (111, Agricultura); a la elaboración de malta; de jugos, néctares y concentrados de frutas y verduras; de concentrados, polvos, jarabes y esencias de sabor para bebidas; de levadura (311, Industria alimentaria); a la fabricación de hielo seco; de alcohol de uso industrial (325, Industria química), y a preparar y servir pulque para consumo inmediato (722, Servicios de preparación de alimentos y bebidas).
313,31-33,Unidades económicas dedicadas principalmente a la preparación e hilado de fibras textiles naturales; a la fabricación de hilos y telas, y al acabado y recubrimiento de textiles.,Incluye también: u.e.d.p. a la preparación y acondicionamiento de crines y cerdas animales para la elaboración de productos textiles; al tejido de tapetes, petates, cestos, canastos, sombreros, bolsos de mano, cuerdas, costales y artículos decorativos de palma y de fibras duras similares preparadas compradas, y al tejido de estos productos integrado con la preparación e hilado de fibras duras naturales; al hilado de fibras de origen químico, como nailon, poliéster y rayón; al hilado de fibras de amianto, fibra de vidrio e hilos metalizados; a la fabricación de estambres; de hilos para coser y bordar integrada con el acabado de los hilos; a la fabricación de telas integrada con la confección de blancos; de telas no tejidas integrada con la confección de productos textiles; al tejido de carpetas, manteles, colchas y productos similares de punto, y al acabado de fibras, hilados, hilos, telas y prendas de vestir mediante procesos como blanqueado, endurecimiento, mercerizado, calandrado, plisado, perchado, sanforizado, estampado y teñido, a partir de productos comprados, y al recubrimiento, impregnado y baño de telas propiedad de terceros.,Excluye: u.e.d.p. a la confección de costales y a la fabricación de alfombras, tapetes y cordelería a partir de hilo comprado; de cortinas, blancos y similares a partir de tela comprada; al hilado, tejido y confección de productos textiles a partir de materiales reciclados, como guatas, jergas, paños de limpieza; al bordado de productos textiles (314, Fabricación de productos textiles, excepto prendas de vestir); a la confección de sombreros; a la fabricación de tela de tejido de punto integrada con la confección de ropa (315, Fabricación de prendas de vestir); a la fabricación de fibras químicas (325, Industria química); de fibra de vidrio (327, Fabricación de productos a base de minerales no metálicos); al empacado de bienes propiedad de terceros en envolturas, cajas individuales o kits, y al etiquetado de éstos (561, Servicios de apoyo a los negocios), y a los servicios de lavado y planchado de ropa (812, Servicios personales).
314,31-33,Unidades económicas dedicadas principalmente a la fabricación de alfombras, tapetes y esteras a partir de hilo comprado; a la confección (corte y cosido) de cortinas, blancos y similares a partir de tela comprada, y de otros productos textiles, excepto prendas de vestir.,Incluye también: u.e.d.p. a la confección de alfombras a partir de tela comprada; al tejido de costales, sacos y bolsas para empaque a partir de hilo comprado de fibras de origen químico, y a la fabricación de tapices.,Excluye: u.e.d.p. al tejido de tapetes y petates, costales y cuerdas de fibras duras naturales; a la fabricación de telas integrada con la confección de blancos; al tejido de carpetas, manteles, colchas; a la fabricación de telas no tejidas integrada con la confección de paños de limpieza (313, Fabricación de insumos textiles y acabado de textiles); a la confección de sombreros, disfraces y trajes típicos; a la confección en serie de vestidos de novia, de quince años, de primera comunión, de noche (315, Fabricación de prendas de vestir); a la fabricación de productos trenzables de vara, carrizo, mimbre y bejuco (321, Industria de la madera); de mallas de plástico de uso industrial y agrícola, como malla sombra, malla para invernadero y para mosquiteros (326, Industria del plástico y del hule); de almohadas y cobertores eléctricos (335, Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica); de toldos para automóvil (336, Fabricación de equipo de transporte), y de persianas (337, Fabricación de muebles, colchones y persianas).
315,31-33,Unidades económicas dedicadas principalmente a la fabricación de prendas de vestir de tejido de punto, y a la confección de prendas de vestir y accesorios de vestir.,Incluye también: u.e.d.p. a la fabricación de telas de tejido de punto integrada con la confección de ropa interior o exterior de telas de tejido de punto, y al diseño y confección de modelos de prendas de vestir para su reproducción masiva.,Excluye: u.e.d.p. al tejido de sombreros de fibras duras naturales (313, Fabricación de insumos textiles y acabado de textiles); al bordado y deshilado de prendas de vestir y de otros productos textiles (314, Fabricación de productos textiles, excepto prendas de vestir); a la fabricación de bolsos de mano, carteras y accesorios similares de cuero, piel y materiales sucedáneos (316, Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos); de ropa de seguridad y ropa desechable de uso médico (339, Otras industrias manufactureras); a la creación y desarrollo de productos de moda (541, Servicios profesionales, científicos y técnicos), y a la reparación de ropa (811, Servicios de reparación y mantenimiento).
316,31-33,Unidades económicas dedicadas principalmente al curtido y acabado de cuero y piel; a la fabricación de calzado y de productos de cuero, piel y materiales sucedáneos, como bolsos de mano, maletas y similares, y otros productos de cuero y piel.,Incluye también: u.e.d.p. al teñido y al estampado de pieles ordinarias para imitar otras pieles de mayor valor.,Excluye: u.e.d.p. al tejido de bolsos de mano de fibras duras naturales (313, Fabricación de insumos textiles y acabado de textiles); a la confección de sombreros, gorras, cinturones, prendas de vestir de cuero, piel y materiales sucedáneos (315, Fabricación de prendas de vestir); a la fabricación de cuero artificial o cartón cuero (322, Industria del papel); de fundas para volantes y asientos de vehículos automotores (336, Fabricación de equipo de transporte), y de calzado ortopédico (339, Otras industrias manufactureras).
321,31-33,Unidades económicas dedicadas principalmente a la fabricación de diversos productos de madera en aserraderos integrados; al aserrado (corte) de tablas y tablones a partir de la madera en rollo; a la impregnación y tratamiento de maderas; a la fabricación de postes y durmientes a partir de madera aserrada; a la fabricación de laminados y aglutinados de madera; a la fabricación, a partir de madera aserrada, de productos de madera para la construcción; de productos para embalaje y envases de madera, y de otros productos de madera y de materiales trenzables, excepto palma.,Incluye también: u.e.d.p. a la fabricación de laminados de madera recubiertos con diversos materiales; al procesamiento de corcho y productos de corcho, y al recubrimiento de productos de madera, como palos de escoba y mangos para herramientas, con pintura, plástico y otros materiales.,Excluye: u.e.d.p. a la tala de árboles; a la recolección de corcho (113, Aprovechamiento forestal); a la colocación de pisos de madera; a la instalación o realización de trabajos de carpintería en el lugar de la construcción (238, Trabajos especializados para la construcción); al tejido de productos de fibras duras naturales (313, Fabricación de insumos textiles y acabado de textiles); a la fabricación de carrocerías de madera (336, Fabricación de equipo de transporte); de muebles de madera y de materiales trenzables (337, Fabricación de muebles, colchones y persianas); de muletas, artículos deportivos, juguetes y marcos de madera para fotografías, pinturas y espejos (339, Otras industrias manufactureras), y al comercio al por mayor especializado de madera aserrada para la construcción y la industria (434, Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho).
322,31-33,Unidades económicas dedicadas principalmente a la fabricación de pulpa (de madera y de materiales reciclados), papel, cartón, y productos de papel y cartón.,Incluye también: u.e.d.p. a la fabricación de láminas de cartón asfaltadas hechas en fábricas de cartón; de cuero artificial o cartón cuero; de vasos y platos de cartón, y al recubrimiento y tratamiento, hecho sobre pedido, de cartón y papel.,Excluye: u.e.d.p. al curtido y acabado de cuero y piel (316, Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos); a la fabricación de formas continuas para impresión y hojas membretadas con sello de agua (323, Impresión e industrias conexas); de papel celofán; de papel fotosensible para fotografía (325, Industria química); de papel aluminio (331, Industrias metálicas básicas); de cinta adhesiva de uso médico, y de papel carbón y carpetas de argollas (339, Otras industrias manufactureras).
323,31-33,Véase la descripción de la categoría 3231.,,
324,31-33,Véase la descripción de la categoría 3241.,,
325,31-33,Unidades económicas dedicadas principalmente a la fabricación de productos químicos básicos; de resinas y hules sintéticos; fibras químicas; fertilizantes, pesticidas y otros agroquímicos; productos farmacéuticos; pinturas, recubrimientos y adhesivos; jabones, limpiadores y preparaciones de tocador; tintas para impresión, explosivos y otros productos químicos.,Incluye también: u.e.d.p. al enriquecimiento de minerales radiactivos; a la fabricación de materiales sintéticos para perfumes y cosméticos; de edulcorantes sintéticos; de materiales plastificantes; de papel celofán; de tíner y removedores de pintura y barniz, y a la remanufactura de cartuchos de tóner.,Excluye: u.e.d.p. a la extracción de petróleo y gas natural, y a la obtención de condensados del gas natural en campos de gas (211, Extracción de petróleo y gas); a la elaboración de esencias de sabor para bebidas y colorantes y saborizantes naturales para alimentos (311, Industria alimentaria); de hielo; a la obtención de alcohol etílico potable (312, Industria de las bebidas y del tabaco); al acabado de fibras (313, Fabricación de insumos textiles y acabado de textiles); a la refinación de petróleo integrada con la fabricación de productos petroquímicos (324, Fabricación de productos derivados del petróleo y del carbón); a la fabricación de hojas y películas de plástico no sensibilizadas (326, Industria del plástico y del hule); de material desechable de uso médico; de velas y veladoras; de pinturas de óleo y acuarelas (339, Otras industrias manufactureras), y a la recarga de cartuchos de tóner (811, Servicios de reparación y mantenimiento).
326,31-33,Unidades económicas dedicadas principalmente a la fabricación de productos de plástico y de hule.,Incluye también: u.e.d.p. a la fabricación de hojas y películas de plástico no sensibilizadas; de domos; de espumas para aislamiento térmico y acústico; de preformas de botellas; de platos, vasos y cucharas desechables de plástico; de tanques y tinacos de plástico con o sin reforzamiento; de puertas y ventanas de plástico; al recubrimiento de productos de plástico con diversos materiales, y a la fabricación de mallas de plástico de uso industrial y agrícola, como malla sombra, malla para invernadero y para mosquiteros.,Excluye: u.e.d.p. a la fabricación de telas recubiertas con plástico y hule (313, Fabricación de insumos textiles y acabado de textiles); de calzado de plástico y hule (316, Curtido y acabado de cuero y piel, y fabricación de productos de cuero, piel y materiales sucedáneos); de bolsas de papel, y papel recubierto y tratado (322, Industria del papel); de papel, hojas y películas sensibilizados (325, Industria química); de casetas de plástico reforzado para vehículos de motor; a la construcción y reconstrucción de barcos, yates, embarcaciones recreativas y deportivas (336, Fabricación de equipo de transporte); a la fabricación de muebles de plástico; colchones de espuma de uretano y colchones de agua (337, Fabricación de muebles, colchones y persianas); de artículos deportivos y juguetes de plástico y hule (339, Otras industrias manufactureras), y a la reparación menor de llantas y cámaras de automóviles y camiones (811, Servicios de reparación y mantenimiento).
327,31-33,Unidades económicas dedicadas principalmente a la fabricación de productos a base de arcillas y minerales refractarios; de vidrio y productos de vidrio; de cemento y productos de concreto; de cal, yeso y productos de yeso, y de otros productos a base de minerales no metálicos.,Incluye también: u.e.d.p. a la obtención de arcilla integrada con la fabricación de productos terminados; a la fabricación de cemento y mortero refractarios; a la fabricación de vidrio de uso automotriz; de vidrio integrada con la fabricación de productos de vidrio; a la fabricación de productos preesforzados de concreto integrada con la instalación en el lugar de la construcción, y a la producción de dolomita calcinada.,Excluye: u.e.d.p. a la minería de piedra de cal, cantera, mármol, granito, ónix y obsidiana (212, Minería de minerales metálicos y no metálicos, excepto petróleo y gas); al montaje de estructuras de concreto prefabricadas (238, Trabajos especializados para la construcción); al hilado de fibra de vidrio (313, Fabricación de insumos textiles y acabado de textiles); a la fabricación de pulidores para metal (325, Industria química); de fibras metálicas (332, Fabricación de productos metálicos); de lentes de uso no oftálmico (333, Fabricación de maquinaria y equipo); de cables de fibra de vidrio (335, Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica); de muebles modulares de baño (337, Fabricación de muebles, colchones y persianas); de uniformes de asbesto; de lentes oftálmicos; al corte y enmarcado de espejos (339, Otras industrias manufactureras), y a la fabricación de productos reforzados con fibra de vidrio, que se clasifican en la industria manufacturera de acuerdo con el tipo de producto.
